Count,Date,Time,Lat,Long,Speed,Altitude,GSR
39,25/5/2018,15:16:49,51.526649,-0.132433,7.91,41.1,214
40,25/5/2018,15:16:49,51.526649,-0.132433,7.91,41,216
41,25/5/2018,15:16:50,51.526642,-0.132449,3.91,41,206
42,25/5/2018,15:16:50,51.526642,-0.132449,3.91,41,216
43,25/5/2018,15:16:51,51.526657,-0.132471,6.32,41,217
44,25/5/2018,15:16:52,51.526676,-0.132494,5.63,41,216
45,25/5/2018,15:16:52,51.526676,-0.132494,5.63,42.5,220
46,25/5/2018,15:16:53,51.52668,-0.132509,3.02,42.5,217
47,25/5/2018,15:16:54,51.526672,-0.132529,4.33,42.5,214
48,25/5/2018,15:16:54,51.526672,-0.132529,4.33,43.5,219
49,25/5/2018,15:16:55,51.526676,-0.132547,4.32,43.5,212
50,25/5/2018,15:16:56,51.526672,-0.132566,5.24,43.5,214
51,25/5/2018,15:16:56,51.526672,-0.132566,5.24,44.9,218
52,25/5/2018,15:16:57,51.52668,-0.132585,3.67,44.9,215
53,25/5/2018,15:16:58,51.526676,-0.132596,3.48,44.9,211
54,25/5/2018,15:16:59,51.526672,-0.132625,4.72,44.9,209
55,25/5/2018,15:17:00,51.526684,-0.132639,3.98,44.9,211
56,25/5/2018,15:17:00,51.526684,-0.132639,3.98,46.4,216
57,25/5/2018,15:17:01,51.526688,-0.132677,4.54,46.4,214
58,25/5/2018,15:17:01,51.526688,-0.132677,4.54,48.5,216
59,25/5/2018,15:17:02,51.526695,-0.132696,4.22,48.5,210
60,25/5/2018,15:17:03,51.52668,-0.132704,6.65,48.5,209
61,25/5/2018,15:17:03,51.52668,-0.132704,6.65,48,214
62,25/5/2018,15:17:04,51.526676,-0.132735,7.32,48,211
63,25/5/2018,15:17:04,51.526676,-0.132735,7.32,48,217
64,25/5/2018,15:17:05,51.526676,-0.132752,5.11,48,212
65,25/5/2018,15:17:06,51.526653,-0.13276,7.98,48,211
66,25/5/2018,15:17:06,51.526653,-0.13276,7.98,49.3,214
67,25/5/2018,15:17:07,51.526642,-0.13277,6.13,49.3,211
68,25/5/2018,15:17:08,51.526672,-0.13279,3.52,49.3,213
69,25/5/2018,15:17:08,51.526672,-0.13279,3.52,49.5,216
70,25/5/2018,15:17:09,51.526669,-0.132808,4.89,49.5,214
71,25/5/2018,15:17:10,51.526665,-0.132828,5.93,49.5,214
72,25/5/2018,15:17:10,51.526665,-0.132828,5.93,49.9,218
73,25/5/2018,15:17:11,51.526642,-0.132837,5.2,49.9,214
74,25/5/2018,15:17:11,51.526642,-0.132837,5.2,50,218
75,25/5/2018,15:17:12,51.526634,-0.132852,5.02,50,212
76,25/5/2018,15:17:13,51.526634,-0.132872,5.02,50,211
77,25/5/2018,15:17:13,51.526634,-0.132872,5.02,50.4,215
78,25/5/2018,15:17:14,51.526642,-0.13289,3.89,50.4,213
79,25/5/2018,15:17:15,51.526672,-0.132908,3.8,50.4,210
80,25/5/2018,15:17:15,51.526672,-0.132908,3.8,50.4,215
81,25/5/2018,15:17:16,51.526665,-0.132923,4.33,50.4,210
82,25/5/2018,15:17:17,51.526684,-0.132942,4.94,50.4,211
83,25/5/2018,15:17:17,51.526684,-0.132942,4.94,50.7,216
84,25/5/2018,15:17:18,51.526695,-0.132964,4.43,50.7,213
85,25/5/2018,15:17:19,51.526695,-0.132977,4.13,50.7,209
86,25/5/2018,15:17:20,51.52668,-0.132992,4.48,50.7,208
87,25/5/2018,15:17:20,51.52668,-0.132992,4.48,51.1,213
88,25/5/2018,15:17:21,51.526688,-0.133009,4,51.1,212
89,25/5/2018,15:17:22,51.526699,-0.133024,2.65,51.1,211
90,25/5/2018,15:17:23,51.526718,-0.133042,3.33,51.1,213
91,25/5/2018,15:17:23,51.526718,-0.133042,3.33,51,214
92,25/5/2018,15:17:24,51.526672,-0.133047,5.13,51,213
93,25/5/2018,15:17:25,51.526661,-0.133063,5,51,213
94,25/5/2018,15:17:25,51.526661,-0.133063,5,50.9,215
95,25/5/2018,15:17:26,51.526653,-0.133076,5.39,50.9,214
96,25/5/2018,15:17:27,51.526634,-0.133087,4.7,50.9,213
97,25/5/2018,15:17:27,51.526634,-0.133087,4.7,50.9,218
98,25/5/2018,15:17:28,51.526619,-0.133102,6.35,50.9,214
99,25/5/2018,15:17:29,51.5266,-0.133113,6.48,50.9,212
100,25/5/2018,15:17:30,51.526588,-0.133125,6.04,50.9,211
101,25/5/2018,15:17:30,51.526588,-0.133125,6.04,50.9,216
102,25/5/2018,15:17:31,51.526573,-0.133135,6.76,50.9,213
103,25/5/2018,15:17:31,51.526573,-0.133135,6.76,50.8,217
104,25/5/2018,15:17:32,51.526566,-0.133145,5.69,50.8,212
105,25/5/2018,15:17:32,51.526566,-0.133145,5.69,50.8,216
106,25/5/2018,15:17:33,51.526554,-0.133153,5.48,50.8,211
107,25/5/2018,15:17:34,51.526558,-0.133164,4.65,50.8,212
108,25/5/2018,15:17:34,51.526558,-0.133164,4.65,50.7,216
109,25/5/2018,15:17:35,51.52655,-0.133174,5.52,50.7,212
110,25/5/2018,15:17:36,51.526539,-0.133188,5.54,50.7,211
111,25/5/2018,15:17:36,51.526539,-0.133188,5.54,50.8,215
112,25/5/2018,15:17:37,51.526508,-0.13319,5.28,50.8,210
113,25/5/2018,15:17:38,51.526524,-0.133204,4.76,50.8,210
114,25/5/2018,15:17:38,51.526524,-0.133204,4.76,49.3,215
115,25/5/2018,15:17:39,51.526546,-0.133224,4.7,49.3,212
116,25/5/2018,15:17:40,51.526539,-0.133238,4.94,49.3,209
117,25/5/2018,15:17:41,51.526527,-0.13325,4.57,49.3,209
118,25/5/2018,15:17:41,51.526527,-0.13325,4.57,48.8,214
119,25/5/2018,15:17:42,51.526546,-0.133269,5.39,48.8,212
120,25/5/2018,15:17:43,51.526535,-0.133283,5.83,48.8,212
121,25/5/2018,15:17:44,51.526501,-0.133293,6.98,48.8,210
122,25/5/2018,15:17:45,51.526489,-0.133304,6.02,48.8,210
123,25/5/2018,15:17:45,51.526489,-0.133304,6.02,48.5,215
124,25/5/2018,15:17:46,51.526482,-0.133322,6.37,48.5,211
125,25/5/2018,15:17:47,51.526489,-0.133335,4.13,48.5,211
126,25/5/2018,15:17:48,51.526474,-0.133348,5.59,48.5,210
127,25/5/2018,15:17:49,51.526474,-0.133355,5.02,48.5,209
128,25/5/2018,15:17:50,51.526459,-0.13335,4,48.5,211
129,25/5/2018,15:17:51,51.526447,-0.133362,4.7,48.5,212
130,25/5/2018,15:17:52,51.526447,-0.13338,4.04,48.5,210
131,25/5/2018,15:17:52,51.526447,-0.13338,4.04,46.2,216
132,25/5/2018,15:17:53,51.526501,-0.133394,4.09,46.2,214
133,25/5/2018,15:17:54,51.526516,-0.133406,4.04,46.2,212
134,25/5/2018,15:17:55,51.526505,-0.133408,4.44,46.2,213
135,25/5/2018,15:17:56,51.526497,-0.133409,3.59,46.2,212
136,25/5/2018,15:17:57,51.526485,-0.133409,3.72,46.2,211
137,25/5/2018,15:17:57,51.526485,-0.133409,3.72,41.5,216
138,25/5/2018,15:17:58,51.52647,-0.133423,3.98,41.5,209
139,25/5/2018,15:17:59,51.526463,-0.133436,3.72,41.5,212
140,25/5/2018,15:17:59,51.526463,-0.133436,3.72,41.7,216
141,25/5/2018,15:18:00,51.526443,-0.133454,7.37,41.7,213
142,25/5/2018,15:18:01,51.526466,-0.133467,5.56,41.7,211
143,25/5/2018,15:18:02,51.526463,-0.133481,4.11,41.7,211
144,25/5/2018,15:18:03,51.526432,-0.133491,4.54,41.7,211
145,25/5/2018,15:18:03,51.526432,-0.133491,4.54,41.8,216
146,25/5/2018,15:18:04,51.526302,-0.133501,3.11,41.8,213
147,25/5/2018,15:18:05,51.526222,-0.133509,3.26,41.8,212
148,25/5/2018,15:18:06,51.526207,-0.133515,3.46,41.8,210
149,25/5/2018,15:18:07,51.526199,-0.133522,3.43,41.8,210
150,25/5/2018,15:18:07,51.526199,-0.133522,3.43,45.5,214
151,25/5/2018,15:18:08,51.526192,-0.133527,3.09,45.5,212
152,25/5/2018,15:18:09,51.526173,-0.133531,2.32,45.5,211
153,25/5/2018,15:18:10,51.526169,-0.13353,2.63,45.5,207
154,25/5/2018,15:18:11,51.526161,-0.133526,3.22,45.5,209
155,25/5/2018,15:18:12,51.526161,-0.133506,3.44,45.5,211
156,25/5/2018,15:18:12,51.526161,-0.133506,3.44,42.8,216
157,25/5/2018,15:18:13,51.526146,-0.133502,4.59,42.8,213
158,25/5/2018,15:18:14,51.526131,-0.133496,3.09,42.8,212
159,25/5/2018,15:18:15,51.526138,-0.133459,3.93,42.8,211
160,25/5/2018,15:18:16,51.526146,-0.133422,3.82,42.8,211
161,25/5/2018,15:18:16,51.526146,-0.133422,3.82,34.4,215
162,25/5/2018,15:18:17,51.526142,-0.133408,3.33,34.4,212
163,25/5/2018,15:18:18,51.526134,-0.133398,4.78,34.4,211
164,25/5/2018,15:18:19,51.526123,-0.13339,3.65,34.4,209
165,25/5/2018,15:18:19,51.526123,-0.13339,3.65,33.1,214
166,25/5/2018,15:18:20,51.526119,-0.133381,3.76,33.1,209
167,25/5/2018,15:18:21,51.526112,-0.13337,4.17,33.1,211
168,25/5/2018,15:18:21,51.526112,-0.13337,4.17,32.9,216
169,25/5/2018,15:18:22,51.526108,-0.133361,3.13,32.9,213
170,25/5/2018,15:18:23,51.5261,-0.133358,3.82,32.9,212
171,25/5/2018,15:18:24,51.526085,-0.133364,6.67,32.9,209
172,25/5/2018,15:18:24,51.526085,-0.133364,6.67,33.9,214
173,25/5/2018,15:18:25,51.52607,-0.133368,6.02,33.9,212
174,25/5/2018,15:18:26,51.526054,-0.13337,4.57,33.9,212
175,25/5/2018,15:18:27,51.526039,-0.133373,4.91,33.9,212
176,25/5/2018,15:18:27,51.526039,-0.133373,4.91,34,217
177,25/5/2018,15:18:28,51.526028,-0.133372,5.74,34,212
178,25/5/2018,15:18:28,51.526028,-0.133372,5.74,34.1,216
179,25/5/2018,15:18:29,51.526016,-0.133373,5.35,34.1,213
180,25/5/2018,15:18:30,51.525993,-0.13339,8.69,34.1,212
181,25/5/2018,15:18:31,51.525982,-0.133389,6.5,34.1,212
182,25/5/2018,15:18:32,51.525955,-0.133406,7.7,34.1,210
183,25/5/2018,15:18:32,51.525955,-0.133406,7.7,34.5,215
184,25/5/2018,15:18:33,51.525936,-0.133416,8.61,34.5,212
185,25/5/2018,15:18:34,51.525932,-0.1334,8.5,34.5,211
186,25/5/2018,15:18:35,51.525925,-0.133398,7.26,34.5,212
187,25/5/2018,15:18:35,51.525925,-0.133398,7.26,35.1,216
188,25/5/2018,15:18:36,51.525913,-0.133394,5.52,35.1,213
189,25/5/2018,15:18:37,51.525909,-0.133377,7.22,35.1,212
190,25/5/2018,15:18:38,51.525909,-0.13336,4.72,35.1,207
191,25/5/2018,15:18:39,51.525925,-0.133311,3.04,35.1,209
192,25/5/2018,15:18:40,51.525917,-0.133312,3.74,35.1,212
193,25/5/2018,15:18:41,51.525906,-0.133312,4.3,35.1,213
194,25/5/2018,15:18:41,51.525906,-0.133312,4.3,36,214
195,25/5/2018,15:18:42,51.525913,-0.1333,1.07,36,211
196,25/5/2018,15:18:43,51.525921,-0.133286,3.39,36,209
197,25/5/2018,15:18:43,51.525921,-0.133286,3.39,36,214
198,25/5/2018,15:18:44,51.52597,-0.133131,1.59,36,212
199,25/5/2018,15:18:45,51.52597,-0.133123,3.76,36,212
200,25/5/2018,15:18:45,51.52597,-0.133123,3.76,38.2,216
201,25/5/2018,15:18:46,51.525936,-0.133132,4.98,38.2,212
202,25/5/2018,15:18:47,51.525925,-0.133124,5.24,38.2,209
203,25/5/2018,15:18:48,51.525902,-0.13314,9.3,38.2,210
204,25/5/2018,15:18:48,51.525902,-0.13314,9.3,38.1,216
205,25/5/2018,15:18:49,51.525894,-0.133136,6.57,38.1,210
206,25/5/2018,15:18:50,51.525894,-0.133132,2.54,38.1,211
207,25/5/2018,15:18:51,51.525898,-0.13313,2.09,38.1,208
208,25/5/2018,15:18:52,51.525898,-0.133104,1.76,38.1,212
209,25/5/2018,15:18:53,51.525894,-0.133103,2,38.1,213
210,25/5/2018,15:18:54,51.52589,-0.133095,1.78,38.1,213
211,25/5/2018,15:18:54,51.52589,-0.133095,1.78,39.8,215
212,25/5/2018,15:18:55,51.525879,-0.13309,0.43,39.8,212
213,25/5/2018,15:18:56,51.525829,-0.133085,0.89,39.8,212
214,25/5/2018,15:18:56,51.525829,-0.133085,0.89,36.5,216
215,25/5/2018,15:18:57,51.525837,-0.133076,0.57,36.5,213
216,25/5/2018,15:18:58,51.525814,-0.133089,4.04,36.5,212
217,25/5/2018,15:18:58,51.525814,-0.133089,4.04,35.6,215
218,25/5/2018,15:18:59,51.525826,-0.133079,3.3,35.6,210
219,25/5/2018,15:18:59,51.525826,-0.133079,3.3,36.8,216
220,25/5/2018,15:19:00,51.525818,-0.13308,5.69,36.8,209
221,25/5/2018,15:19:01,51.525803,-0.133094,5.54,36.8,211
222,25/5/2018,15:19:01,51.525803,-0.133094,5.54,37.3,215
223,25/5/2018,15:19:02,51.525845,-0.133095,1.74,37.3,209
224,25/5/2018,15:19:03,51.525818,-0.133097,3.56,37.3,209
225,25/5/2018,15:19:03,51.525818,-0.133097,3.56,37,214
226,25/5/2018,15:19:04,51.525818,-0.133095,4.13,37,212
227,25/5/2018,15:19:05,51.525784,-0.13309,3.5,37,212
228,25/5/2018,15:19:05,51.525784,-0.13309,3.5,36,215
229,25/5/2018,15:19:06,51.525745,-0.133089,4.17,36,212
230,25/5/2018,15:19:07,51.525734,-0.133079,3.06,36,211
231,25/5/2018,15:19:07,51.525734,-0.133079,3.06,37.3,215
232,25/5/2018,15:19:08,51.525715,-0.133084,3.59,37.3,211
233,25/5/2018,15:19:09,51.525673,-0.133088,3.35,37.3,209
234,25/5/2018,15:19:09,51.525673,-0.133088,3.35,38.7,213
235,25/5/2018,15:19:10,51.525658,-0.133087,2.59,38.7,210
236,25/5/2018,15:19:11,51.525639,-0.133075,4.33,38.7,210
237,25/5/2018,15:19:12,51.525627,-0.133073,4.22,38.7,209
238,25/5/2018,15:19:13,51.525623,-0.133064,4,38.7,208
239,25/5/2018,15:19:14,51.525608,-0.133078,5.69,38.7,210
240,25/5/2018,15:19:14,51.525608,-0.133078,5.69,38.2,214
241,25/5/2018,15:19:15,51.525604,-0.13308,3.22,38.2,211
242,25/5/2018,15:19:16,51.525604,-0.133078,3.89,38.2,209
243,25/5/2018,15:19:16,51.525604,-0.133078,3.89,38.4,214
244,25/5/2018,15:19:17,51.5256,-0.133071,4.07,38.4,213
245,25/5/2018,15:19:17,51.5256,-0.133071,4.07,38.6,215
246,25/5/2018,15:19:18,51.525597,-0.133067,4.5,38.6,212
247,25/5/2018,15:19:19,51.525585,-0.13307,4.44,38.6,210
248,25/5/2018,15:19:20,51.525578,-0.133061,4.8,38.6,211
249,25/5/2018,15:19:20,51.525578,-0.133061,4.8,39.5,216
250,25/5/2018,15:19:21,51.525558,-0.133064,4.87,39.5,212
251,25/5/2018,15:19:22,51.525551,-0.133062,4.74,39.5,208
252,25/5/2018,15:19:23,51.525543,-0.133056,3.04,39.5,210
253,25/5/2018,15:19:23,51.525543,-0.133056,3.04,40.8,215
254,25/5/2018,15:19:24,51.525547,-0.13305,1.26,40.8,213
255,25/5/2018,15:19:25,51.525539,-0.13307,2.06,40.8,213
256,25/5/2018,15:19:26,51.525536,-0.133071,1.3,40.8,211
257,25/5/2018,15:19:27,51.525539,-0.133081,2.5,40.8,210
258,25/5/2018,15:19:27,51.525539,-0.133081,2.5,42.2,214
259,25/5/2018,15:19:28,51.52552,-0.13311,3.04,42.2,208
