Count,Date,Time,Lat,Long,Altitude,GSR
597,25/5/2018,15:28:06,51.525311,-0.132788,64.4,408
598,25/5/2018,15:28:09,51.525345,-0.132783,64.4,406
599,25/5/2018,15:28:11,51.525368,-0.132761,64.4,407
600,25/5/2018,15:28:11,51.525368,-0.132761,62.3,409
601,25/5/2018,15:28:14,51.525364,-0.132772,62.3,407
602,25/5/2018,15:28:16,51.525364,-0.132784,62.3,407
603,25/5/2018,15:28:18,51.525379,-0.132798,62.3,406
604,25/5/2018,15:28:18,51.525379,-0.132798,60.1,408
605,25/5/2018,15:28:21,51.52541,-0.132808,60.1,407
606,25/5/2018,15:28:23,51.525425,-0.132814,60.1,407
607,25/5/2018,15:28:23,51.525425,-0.132814,62.4,408
608,25/5/2018,15:28:26,51.525448,-0.132841,62.4,406
609,25/5/2018,15:28:28,51.525459,-0.132853,62.4,406
610,25/5/2018,15:28:28,51.525459,-0.132853,62,408
611,25/5/2018,15:28:31,51.525467,-0.132873,62,406
612,25/5/2018,15:28:33,51.525475,-0.132875,62,406
613,25/5/2018,15:28:35,51.525463,-0.132886,62,403
614,25/5/2018,15:28:37,51.525455,-0.132896,62,406
615,25/5/2018,15:28:37,51.525455,-0.132896,60.6,408
616,25/5/2018,15:28:40,51.525459,-0.132905,60.6,406
