Count,Date,Time,Lat,Long,Speed,Altitude,GSR
102,25/5/2018,15:03:52,51.525192,-0.132411,1.46,78.7,472
103,25/5/2018,15:03:53,51.525181,-0.132401,1.39,78.7,473
104,25/5/2018,15:03:54,51.525166,-0.132394,2.2,78.7,473
105,25/5/2018,15:03:55,51.52515,-0.132395,2.2,78.7,475
106,25/5/2018,15:03:55,51.52515,-0.132395,2.2,79,473
107,25/5/2018,15:03:56,51.525139,-0.132379,1.15,79,474
108,25/5/2018,15:03:57,51.525124,-0.132367,2.43,79,475
109,25/5/2018,15:03:58,51.525108,-0.132367,3.5,79,476
110,25/5/2018,15:03:59,51.525097,-0.132354,2.8,79,478
111,25/5/2018,15:03:59,51.525097,-0.132354,2.8,79.2,478
112,25/5/2018,15:04:00,51.525093,-0.132347,1.39,79.2,478
113,25/5/2018,15:04:01,51.525089,-0.132336,0.8,79.2,479
114,25/5/2018,15:04:02,51.525078,-0.132326,1.44,79.2,480
115,25/5/2018,15:04:02,51.525078,-0.132326,1.44,78.9,478
116,25/5/2018,15:04:03,51.525074,-0.132324,0.35,78.9,479
117,25/5/2018,15:04:03,51.525074,-0.132324,0.35,79.1,476
118,25/5/2018,15:04:04,51.525059,-0.132312,0.93,79.1,477
119,25/5/2018,15:04:05,51.525051,-0.132303,0.39,79.1,479
120,25/5/2018,15:04:06,51.525047,-0.132289,0.76,79.1,481
121,25/5/2018,15:04:06,51.525047,-0.132289,0.76,79.6,478
122,25/5/2018,15:04:07,51.525032,-0.132264,1.98,79.6,477
123,25/5/2018,15:04:07,51.525032,-0.132264,1.98,79,476
124,25/5/2018,15:04:08,51.525013,-0.132259,1.89,79,476
125,25/5/2018,15:04:09,51.525005,-0.13226,1.06,79,478
126,25/5/2018,15:04:10,51.524994,-0.132246,0.59,79,477
127,25/5/2018,15:04:11,51.524994,-0.132238,0.5,79,480
128,25/5/2018,15:04:11,51.524994,-0.132238,0.5,78.9,475
129,25/5/2018,15:04:12,51.52499,-0.13224,0.74,78.9,479
130,25/5/2018,15:04:12,51.52499,-0.13224,0.74,78.9,477
131,25/5/2018,15:04:13,51.524982,-0.132226,0.94,78.9,476
132,25/5/2018,15:04:14,51.524975,-0.132214,1.06,78.9,476
133,25/5/2018,15:04:15,51.524967,-0.132185,2.82,78.9,479
134,25/5/2018,15:04:15,51.524967,-0.132185,2.82,78.1,477
135,25/5/2018,15:04:16,51.524948,-0.132166,3.46,78.1,476
136,25/5/2018,15:04:16,51.524948,-0.132166,3.46,78,476
137,25/5/2018,15:04:17,51.524937,-0.132158,2.02,78,475
138,25/5/2018,15:04:17,51.524937,-0.132158,2.02,78,475
139,25/5/2018,15:04:18,51.524929,-0.132135,2,78,476
140,25/5/2018,15:04:19,51.524925,-0.132128,1.13,78,477
141,25/5/2018,15:04:20,51.52491,-0.132107,2.93,78,479
142,25/5/2018,15:04:20,51.52491,-0.132107,2.93,76.6,476
143,25/5/2018,15:04:21,51.524899,-0.1321,2.98,76.6,478
144,25/5/2018,15:04:22,51.524883,-0.132068,2.91,76.6,478
145,25/5/2018,15:04:23,51.524872,-0.132055,2.44,76.6,478
146,25/5/2018,15:04:24,51.524864,-0.132036,2.59,76.6,479
147,25/5/2018,15:04:25,51.524837,-0.131998,2.87,76.6,480
148,25/5/2018,15:04:25,51.524837,-0.131998,2.87,74.3,479
149,25/5/2018,15:04:26,51.524815,-0.131964,3.15,74.3,480
150,25/5/2018,15:04:26,51.524815,-0.131964,3.15,73.1,479
151,25/5/2018,15:04:27,51.524807,-0.131944,2.09,73.1,481
152,25/5/2018,15:04:27,51.524807,-0.131944,2.09,72.8,479
153,25/5/2018,15:04:28,51.524765,-0.131939,5.2,72.8,482
154,25/5/2018,15:04:28,51.524765,-0.131939,5.2,70.1,481
155,25/5/2018,15:04:29,51.524754,-0.131933,4.52,70.1,484
156,25/5/2018,15:04:29,51.524754,-0.131933,4.52,69.2,481
157,25/5/2018,15:04:30,51.524746,-0.131915,4.06,69.2,484
158,25/5/2018,15:04:30,51.524746,-0.131915,4.06,68.3,482
159,25/5/2018,15:04:31,51.524731,-0.131906,4.37,68.3,484
160,25/5/2018,15:04:31,51.524731,-0.131906,4.37,68,484
161,25/5/2018,15:04:32,51.524723,-0.13189,3.52,68,487
162,25/5/2018,15:04:32,51.524723,-0.13189,3.52,66.8,486
163,25/5/2018,15:04:33,51.524708,-0.131878,3.44,66.8,486
164,25/5/2018,15:04:33,51.524708,-0.131878,3.44,66.7,485
165,25/5/2018,15:04:34,51.524689,-0.131875,3.8,66.7,484
166,25/5/2018,15:04:35,51.524685,-0.131869,2.26,66.7,485
167,25/5/2018,15:04:35,51.524685,-0.131869,2.26,66.8,483
168,25/5/2018,15:04:36,51.524666,-0.131866,2.2,66.8,486
169,25/5/2018,15:04:36,51.524666,-0.131866,2.2,66.5,484
170,25/5/2018,15:04:37,51.524658,-0.131861,2.04,66.5,487
171,25/5/2018,15:04:38,51.524643,-0.131852,2.98,66.5,487
172,25/5/2018,15:04:38,51.524643,-0.131852,2.98,65.5,483
173,25/5/2018,15:04:39,51.524639,-0.131857,2.04,65.5,486
174,25/5/2018,15:04:39,51.524639,-0.131857,2.04,64.7,485
175,25/5/2018,15:04:40,51.524628,-0.13186,2.24,64.7,487
176,25/5/2018,15:04:40,51.524628,-0.13186,2.24,64.4,486
177,25/5/2018,15:04:41,51.52462,-0.131857,1.87,64.4,490
178,25/5/2018,15:04:41,51.52462,-0.131857,1.87,64.3,488
179,25/5/2018,15:04:42,51.524612,-0.131858,1.54,64.3,490
180,25/5/2018,15:04:42,51.524612,-0.131858,1.54,64.3,488
181,25/5/2018,15:04:43,51.524605,-0.131856,1.91,64.3,489
182,25/5/2018,15:04:43,51.524605,-0.131856,1.91,64.9,488
183,25/5/2018,15:04:44,51.524597,-0.131858,2.35,64.9,489
184,25/5/2018,15:04:44,51.524597,-0.131858,2.35,64.9,486
185,25/5/2018,15:04:45,51.524586,-0.131864,2.76,64.9,492
186,25/5/2018,15:04:45,51.524586,-0.131864,2.76,64.6,489
187,25/5/2018,15:04:46,51.52459,-0.131859,1.19,64.6,491
188,25/5/2018,15:04:46,51.52459,-0.131859,1.19,64.9,489
189,25/5/2018,15:04:47,51.524582,-0.131839,1.48,64.9,491
190,25/5/2018,15:04:47,51.524582,-0.131839,1.48,64.3,490
191,25/5/2018,15:04:48,51.524574,-0.131834,1.8,64.3,493
192,25/5/2018,15:04:48,51.524574,-0.131834,1.8,64,490
193,25/5/2018,15:04:49,51.524567,-0.131831,2.43,64,493
194,25/5/2018,15:04:49,51.524567,-0.131831,2.43,64.3,491
195,25/5/2018,15:04:50,51.524567,-0.131831,1.52,64.3,497
196,25/5/2018,15:04:50,51.524567,-0.131831,1.52,63.9,494
197,25/5/2018,15:04:51,51.524563,-0.131824,1.48,63.9,497
198,25/5/2018,15:04:51,51.524563,-0.131824,1.48,63.6,495
199,25/5/2018,15:04:52,51.524559,-0.131823,1.65,63.6,497
200,25/5/2018,15:04:52,51.524559,-0.131823,1.65,63.5,494
201,25/5/2018,15:04:53,51.524551,-0.131819,1.57,63.5,498
202,25/5/2018,15:04:53,51.524551,-0.131819,1.57,63,492
203,25/5/2018,15:04:54,51.524544,-0.131821,2.26,63,498
204,25/5/2018,15:04:54,51.524544,-0.131821,2.26,63,494
205,25/5/2018,15:04:55,51.524536,-0.131823,1.87,63,498
206,25/5/2018,15:04:55,51.524536,-0.131823,1.87,62.8,494
207,25/5/2018,15:04:56,51.524536,-0.131811,1.69,62.8,496
208,25/5/2018,15:04:56,51.524536,-0.131811,1.69,62.6,490
209,25/5/2018,15:04:57,51.524532,-0.131806,1.28,62.6,489
210,25/5/2018,15:04:58,51.524525,-0.131787,2.24,62.6,494
211,25/5/2018,15:04:59,51.524521,-0.131787,1.43,62.6,493
212,25/5/2018,15:05:00,51.524517,-0.131774,2,62.6,487
213,25/5/2018,15:05:00,51.524517,-0.131774,2,60.9,486
214,25/5/2018,15:05:01,51.524513,-0.131765,1.35,60.9,487
215,25/5/2018,15:05:01,51.524513,-0.131765,1.35,60.6,483
216,25/5/2018,15:05:02,51.524506,-0.131756,2.82,60.6,484
217,25/5/2018,15:05:02,51.524506,-0.131756,2.82,60.4,481
218,25/5/2018,15:05:03,51.524502,-0.131741,2.69,60.4,484
219,25/5/2018,15:05:03,51.524502,-0.131741,2.69,59.7,482
220,25/5/2018,15:05:04,51.52449,-0.131722,3.07,59.7,485
221,25/5/2018,15:05:04,51.52449,-0.131722,3.07,59.4,484
222,25/5/2018,15:05:05,51.524483,-0.131708,3.07,59.4,486
223,25/5/2018,15:05:05,51.524483,-0.131708,3.07,59,485
224,25/5/2018,15:05:06,51.524479,-0.131704,2.22,59,488
225,25/5/2018,15:05:06,51.524479,-0.131704,2.22,59,485
226,25/5/2018,15:05:07,51.524471,-0.131689,2.94,59,485
227,25/5/2018,15:05:07,51.524471,-0.131689,2.94,58.4,483
228,25/5/2018,15:05:08,51.524467,-0.131686,2.5,58.4,486
229,25/5/2018,15:05:08,51.524467,-0.131686,2.5,58.4,484
230,25/5/2018,15:05:09,51.524467,-0.131675,1.67,58.4,486
231,25/5/2018,15:05:09,51.524467,-0.131675,1.67,58.3,484
232,25/5/2018,15:05:10,51.52446,-0.131652,3.02,58.3,486
233,25/5/2018,15:05:10,51.52446,-0.131652,3.02,58,482
234,25/5/2018,15:05:11,51.524464,-0.13163,3.13,58,485
235,25/5/2018,15:05:11,51.524464,-0.13163,3.13,57.6,482
236,25/5/2018,15:05:12,51.524464,-0.13162,2.3,57.6,485
237,25/5/2018,15:05:12,51.524464,-0.13162,2.3,57.5,485
238,25/5/2018,15:05:13,51.52446,-0.131616,1.17,57.5,486
239,25/5/2018,15:05:13,51.52446,-0.131616,1.17,57.6,484
240,25/5/2018,15:05:14,51.524448,-0.131607,1.8,57.6,486
241,25/5/2018,15:05:14,51.524448,-0.131607,1.8,57.4,484
242,25/5/2018,15:05:15,51.524437,-0.131594,2.04,57.4,485
243,25/5/2018,15:05:15,51.524437,-0.131594,2.04,57.2,485
244,25/5/2018,15:05:16,51.524429,-0.131581,2.11,57.2,487
245,25/5/2018,15:05:16,51.524429,-0.131581,2.11,57.5,487
246,25/5/2018,15:05:17,51.524414,-0.131566,2.37,57.5,489
247,25/5/2018,15:05:17,51.524414,-0.131566,2.37,57.6,485
248,25/5/2018,15:05:18,51.524406,-0.131546,2.3,57.6,487
249,25/5/2018,15:05:18,51.524406,-0.131546,2.3,57.9,485
250,25/5/2018,15:05:19,51.524406,-0.131529,2.37,57.9,488
251,25/5/2018,15:05:19,51.524406,-0.131529,2.37,58,485
252,25/5/2018,15:05:20,51.524395,-0.131524,2.19,58,487
253,25/5/2018,15:05:20,51.524395,-0.131524,2.19,57.9,486
254,25/5/2018,15:05:21,51.524384,-0.131527,1.94,57.9,488
255,25/5/2018,15:05:21,51.524384,-0.131527,1.94,57.7,486
256,25/5/2018,15:05:22,51.524376,-0.131532,1.33,57.7,488
257,25/5/2018,15:05:22,51.524376,-0.131532,1.33,57.4,486
258,25/5/2018,15:05:23,51.524368,-0.131518,1.33,57.4,489
259,25/5/2018,15:05:23,51.524368,-0.131518,1.33,57.5,486
260,25/5/2018,15:05:24,51.524361,-0.131517,1.35,57.5,487
261,25/5/2018,15:05:24,51.524361,-0.131517,1.35,57.3,485
262,25/5/2018,15:05:25,51.524357,-0.131506,1.96,57.3,488
263,25/5/2018,15:05:25,51.524357,-0.131506,1.96,56.7,485
264,25/5/2018,15:05:26,51.524349,-0.131491,2.44,56.7,489
265,25/5/2018,15:05:26,51.524349,-0.131491,2.44,56,487
266,25/5/2018,15:05:27,51.524342,-0.131483,2.2,56,490
267,25/5/2018,15:05:27,51.524342,-0.131483,2.2,55.9,487
268,25/5/2018,15:05:28,51.52433,-0.13147,3.09,55.9,490
269,25/5/2018,15:05:28,51.52433,-0.13147,3.09,56,487
270,25/5/2018,15:05:29,51.524326,-0.131455,2.44,56,489
271,25/5/2018,15:05:29,51.524326,-0.131455,2.44,55.8,488
272,25/5/2018,15:05:30,51.524326,-0.131445,1.72,55.8,490
273,25/5/2018,15:05:30,51.524326,-0.131445,1.72,55.9,489
274,25/5/2018,15:05:31,51.524326,-0.131436,1.48,55.9,490
275,25/5/2018,15:05:31,51.524326,-0.131436,1.48,55.9,488
276,25/5/2018,15:05:32,51.524315,-0.131424,1.54,55.9,490
277,25/5/2018,15:05:32,51.524315,-0.131424,1.54,55.9,488
278,25/5/2018,15:05:33,51.524311,-0.131429,0.76,55.9,487
279,25/5/2018,15:05:33,51.524311,-0.131429,0.76,56,486
280,25/5/2018,15:05:34,51.524307,-0.131429,1.41,56,487
281,25/5/2018,15:05:34,51.524307,-0.131429,1.41,55.8,484
282,25/5/2018,15:05:35,51.524303,-0.131412,0.41,55.8,489
283,25/5/2018,15:05:35,51.524303,-0.131412,0.41,55.8,486
284,25/5/2018,15:05:36,51.524296,-0.131404,0.78,55.8,489
285,25/5/2018,15:05:36,51.524296,-0.131404,0.78,55.6,485
286,25/5/2018,15:05:37,51.524284,-0.131396,1.13,55.6,490
287,25/5/2018,15:05:37,51.524284,-0.131396,1.13,55.6,487
288,25/5/2018,15:05:38,51.524281,-0.131391,0.33,55.6,489
289,25/5/2018,15:05:38,51.524281,-0.131391,0.33,55.5,487
290,25/5/2018,15:05:39,51.524273,-0.131384,0.59,55.5,488
291,25/5/2018,15:05:39,51.524273,-0.131384,0.59,55.5,485
292,25/5/2018,15:05:40,51.524265,-0.131362,1.72,55.5,488
293,25/5/2018,15:05:40,51.524265,-0.131362,1.72,54.9,487
294,25/5/2018,15:05:41,51.524261,-0.131353,1.48,54.9,490
295,25/5/2018,15:05:41,51.524261,-0.131353,1.48,54.7,487
296,25/5/2018,15:05:42,51.52425,-0.131345,0.91,54.7,487
297,25/5/2018,15:05:42,51.52425,-0.131345,0.91,54.3,484
298,25/5/2018,15:05:43,51.524242,-0.131328,1.39,54.3,487
299,25/5/2018,15:05:44,51.524235,-0.131318,1.19,54.3,488
300,25/5/2018,15:05:45,51.524223,-0.131299,0.31,54.3,488
301,25/5/2018,15:05:46,51.524227,-0.131282,0.89,54.3,487
302,25/5/2018,15:05:47,51.524231,-0.131264,1.17,54.3,486
303,25/5/2018,15:05:47,51.524231,-0.131264,1.17,55.1,483
304,25/5/2018,15:05:48,51.524231,-0.131245,0.65,55.1,488
305,25/5/2018,15:05:48,51.524231,-0.131245,0.65,56,487
306,25/5/2018,15:05:49,51.524231,-0.131228,0.31,56,487
307,25/5/2018,15:05:49,51.524231,-0.131228,0.31,56.5,486
308,25/5/2018,15:05:50,51.524235,-0.131218,0.56,56.5,489
309,25/5/2018,15:05:50,51.524235,-0.131218,0.56,56.9,487
310,25/5/2018,15:05:51,51.524239,-0.131186,1.39,56.9,488
311,25/5/2018,15:05:51,51.524239,-0.131186,1.39,56.8,487
312,25/5/2018,15:05:52,51.524231,-0.131164,1.5,56.8,488
313,25/5/2018,15:05:52,51.524231,-0.131164,1.5,56.8,484
314,25/5/2018,15:05:53,51.524231,-0.13115,1.22,56.8,492
315,25/5/2018,15:05:53,51.524231,-0.13115,1.22,55.7,494
316,25/5/2018,15:05:54,51.524227,-0.131139,1.46,55.7,499
317,25/5/2018,15:05:54,51.524227,-0.131139,1.46,55,496
318,25/5/2018,15:05:55,51.524227,-0.131111,2.65,55,498
319,25/5/2018,15:05:55,51.524227,-0.131111,2.65,55.2,496
320,25/5/2018,15:05:56,51.524231,-0.131086,3.11,55.2,502
321,25/5/2018,15:05:56,51.524231,-0.131086,3.11,54.8,497
322,25/5/2018,15:05:57,51.524231,-0.131065,2.69,54.8,497
323,25/5/2018,15:05:57,51.524231,-0.131065,2.69,54.9,494
324,25/5/2018,15:05:58,51.52422,-0.131051,2.82,54.9,486
325,25/5/2018,15:05:58,51.52422,-0.131051,2.82,55.3,482
326,25/5/2018,15:05:59,51.52422,-0.131031,3.48,55.3,487
327,25/5/2018,15:05:59,51.52422,-0.131031,3.48,54.9,485
328,25/5/2018,15:06:00,51.524216,-0.131018,3.04,54.9,488
329,25/5/2018,15:06:00,51.524216,-0.131018,3.04,55.5,485
330,25/5/2018,15:06:01,51.524197,-0.13101,4.04,55.5,490
331,25/5/2018,15:06:01,51.524197,-0.13101,4.04,55.3,485
332,25/5/2018,15:06:02,51.524181,-0.130997,4.82,55.3,490
333,25/5/2018,15:06:02,51.524181,-0.130997,4.82,54.7,487
334,25/5/2018,15:06:03,51.524166,-0.130985,4.96,54.7,490
335,25/5/2018,15:06:03,51.524166,-0.130985,4.96,54.6,486
336,25/5/2018,15:06:04,51.524158,-0.130966,4.67,54.6,491
337,25/5/2018,15:06:04,51.524158,-0.130966,4.67,53.7,488
338,25/5/2018,15:06:05,51.524151,-0.130946,4.85,53.7,490
339,25/5/2018,15:06:05,51.524151,-0.130946,4.85,53.4,486
340,25/5/2018,15:06:06,51.524147,-0.130927,4.11,53.4,487
341,25/5/2018,15:06:06,51.524147,-0.130927,4.11,53.3,482
342,25/5/2018,15:06:07,51.524143,-0.130911,3.17,53.3,485
343,25/5/2018,15:06:07,51.524143,-0.130911,3.17,52.8,482
344,25/5/2018,15:06:08,51.524139,-0.130895,2.63,52.8,485
345,25/5/2018,15:06:08,51.524139,-0.130895,2.63,52.7,482
346,25/5/2018,15:06:09,51.524139,-0.130883,1.3,52.7,488
347,25/5/2018,15:06:09,51.524139,-0.130883,1.3,52.3,482
348,25/5/2018,15:06:10,51.524143,-0.13087,0.94,52.3,488
349,25/5/2018,15:06:10,51.524143,-0.13087,0.94,52.4,482
350,25/5/2018,15:06:11,51.524143,-0.130861,0.2,52.4,486
351,25/5/2018,15:06:11,51.524143,-0.130861,0.2,52.6,482
352,25/5/2018,15:06:12,51.524147,-0.13085,0.37,52.6,484
353,25/5/2018,15:06:12,51.524147,-0.13085,0.37,53,482
354,25/5/2018,15:06:13,51.524151,-0.130831,1.33,53,484
355,25/5/2018,15:06:13,51.524151,-0.130831,1.33,53.3,482
356,25/5/2018,15:06:14,51.524155,-0.130817,2.39,53.3,485
357,25/5/2018,15:06:14,51.524155,-0.130817,2.39,53.2,481
358,25/5/2018,15:06:15,51.524166,-0.130797,4.5,53.2,483
359,25/5/2018,15:06:15,51.524166,-0.130797,4.5,52.7,482
360,25/5/2018,15:06:16,51.524166,-0.130788,4.5,52.7,486
361,25/5/2018,15:06:16,51.524166,-0.130788,4.5,51.9,484
362,25/5/2018,15:06:17,51.524178,-0.130782,3.33,51.9,489
363,25/5/2018,15:06:17,51.524178,-0.130782,3.33,51.8,486
364,25/5/2018,15:06:18,51.524166,-0.130785,1.41,51.8,489
365,25/5/2018,15:06:18,51.524166,-0.130785,1.41,50.4,482
366,25/5/2018,15:06:19,51.524166,-0.130778,0.89,50.4,487
367,25/5/2018,15:06:19,51.524166,-0.130778,0.89,50.3,483
368,25/5/2018,15:06:20,51.524174,-0.130764,2.15,50.3,488
369,25/5/2018,15:06:20,51.524174,-0.130764,2.15,49.6,488
370,25/5/2018,15:06:21,51.524174,-0.130755,1.81,49.6,491
371,25/5/2018,15:06:21,51.524174,-0.130755,1.81,48.6,486
372,25/5/2018,15:06:22,51.524178,-0.130743,1.74,48.6,487
373,25/5/2018,15:06:22,51.524178,-0.130743,1.74,48.7,484
374,25/5/2018,15:06:23,51.524181,-0.130732,2.32,48.7,486
375,25/5/2018,15:06:23,51.524181,-0.130732,2.32,48,482
376,25/5/2018,15:06:24,51.524181,-0.130723,2.15,48,483
377,25/5/2018,15:06:24,51.524181,-0.130723,2.15,47.9,483
378,25/5/2018,15:06:25,51.524185,-0.130721,1.91,47.9,486
379,25/5/2018,15:06:25,51.524185,-0.130721,1.91,47.2,484
380,25/5/2018,15:06:26,51.524185,-0.130715,1.94,47.2,487
381,25/5/2018,15:06:26,51.524185,-0.130715,1.94,46.8,483
382,25/5/2018,15:06:27,51.5242,-0.130702,2.94,46.8,484
383,25/5/2018,15:06:27,51.5242,-0.130702,2.94,46.8,481
384,25/5/2018,15:06:28,51.524204,-0.130695,2.56,46.8,485
385,25/5/2018,15:06:28,51.524204,-0.130695,2.56,46.7,482
386,25/5/2018,15:06:29,51.524208,-0.130687,2.69,46.7,485
387,25/5/2018,15:06:29,51.524208,-0.130687,2.69,46.2,482
388,25/5/2018,15:06:30,51.524216,-0.130681,2.5,46.2,483
389,25/5/2018,15:06:30,51.524216,-0.130681,2.5,46.4,481
