Count,Date,Time,Lat,Long,Speed,Altitude,GSR
33,25/5/2018,15:17:04,51.524792,-0.128852,0.5,44.5,284
34,25/5/2018,15:17:05,51.524799,-0.128851,1.19,44.5,283
35,25/5/2018,15:17:05,51.524799,-0.128851,1.19,44.4,285
36,25/5/2018,15:17:06,51.524811,-0.128852,1.2,44.4,284
37,25/5/2018,15:17:06,51.524811,-0.128852,1.2,44.9,285
38,25/5/2018,15:17:07,51.524815,-0.128854,0.67,44.9,285
39,25/5/2018,15:17:07,51.524815,-0.128854,0.67,46.6,285
40,25/5/2018,15:17:08,51.524815,-0.128858,1.06,46.6,284
41,25/5/2018,15:17:08,51.524815,-0.128858,1.06,47.7,283
42,25/5/2018,15:17:09,51.524818,-0.128861,0.87,47.7,283
43,25/5/2018,15:17:09,51.524818,-0.128861,0.87,48.2,284
44,25/5/2018,15:17:10,51.524815,-0.128867,0.67,48.2,283
45,25/5/2018,15:17:10,51.524815,-0.128867,0.67,49.4,284
46,25/5/2018,15:17:11,51.524849,-0.128858,0.44,49.4,284
47,25/5/2018,15:17:11,51.524849,-0.128858,0.44,47.8,284
48,25/5/2018,15:17:12,51.524845,-0.128863,0.39,47.8,284
49,25/5/2018,15:17:12,51.524845,-0.128863,0.39,49.2,285
50,25/5/2018,15:17:13,51.524845,-0.128868,0.93,49.2,284
51,25/5/2018,15:17:13,51.524845,-0.128868,0.93,51,285
52,25/5/2018,15:17:14,51.524841,-0.128871,0.28,51,285
53,25/5/2018,15:17:14,51.524841,-0.128871,0.28,51.9,285
54,25/5/2018,15:17:15,51.524841,-0.128873,0.52,51.9,285
55,25/5/2018,15:17:16,51.524834,-0.128881,0.78,51.9,284
56,25/5/2018,15:17:17,51.524826,-0.12889,0.46,51.9,285
57,25/5/2018,15:17:17,51.524826,-0.12889,0.46,54.7,285
58,25/5/2018,15:17:18,51.524818,-0.128894,0.41,54.7,284
59,25/5/2018,15:17:18,51.524818,-0.128894,0.41,55.3,285
60,25/5/2018,15:17:19,51.524818,-0.1289,0.17,55.3,283
61,25/5/2018,15:17:20,51.524807,-0.128902,0.76,55.3,278
62,25/5/2018,15:17:21,51.524799,-0.128905,1.94,55.3,274
63,25/5/2018,15:17:22,51.524776,-0.128906,1.63,55.3,280
64,25/5/2018,15:17:23,51.524773,-0.128898,1.54,55.3,281
65,25/5/2018,15:17:24,51.524742,-0.128887,0.87,55.3,282
66,25/5/2018,15:17:25,51.524746,-0.128886,0.56,55.3,283
67,25/5/2018,15:17:25,51.524746,-0.128886,0.56,58.6,284
68,25/5/2018,15:17:26,51.52475,-0.128883,1.44,58.6,283
69,25/5/2018,15:17:27,51.524746,-0.12887,1.28,58.6,283
70,25/5/2018,15:17:28,51.52475,-0.128865,0.56,58.6,284
71,25/5/2018,15:17:28,51.52475,-0.128865,0.56,49.7,284
72,25/5/2018,15:17:29,51.52475,-0.128861,0.24,49.7,283
73,25/5/2018,15:17:30,51.524754,-0.128855,0.26,49.7,280
74,25/5/2018,15:17:31,51.52475,-0.128853,0.65,49.7,280
75,25/5/2018,15:17:32,51.524746,-0.128851,1.76,49.7,279
76,25/5/2018,15:17:33,51.524742,-0.12884,0.28,49.7,279
77,25/5/2018,15:17:33,51.524742,-0.12884,0.28,43.4,278
78,25/5/2018,15:17:34,51.524738,-0.128837,0.61,43.4,273
79,25/5/2018,15:17:35,51.524734,-0.128838,2.46,43.4,274
80,25/5/2018,15:17:36,51.524734,-0.128837,1.13,43.4,276
81,25/5/2018,15:17:37,51.524727,-0.128837,1.3,43.4,277
82,25/5/2018,15:17:37,51.524727,-0.128837,1.3,41.9,276
83,25/5/2018,15:17:38,51.524715,-0.128831,2.8,41.9,276
84,25/5/2018,15:17:38,51.524715,-0.128831,2.8,42.5,277
85,25/5/2018,15:17:39,51.524715,-0.128822,1.5,42.5,277
86,25/5/2018,15:17:39,51.524715,-0.128822,1.5,41.5,279
87,25/5/2018,15:17:40,51.524708,-0.128817,1.8,41.5,278
88,25/5/2018,15:17:41,51.5247,-0.128817,1.54,41.5,278
89,25/5/2018,15:17:42,51.524693,-0.128811,2.19,41.5,277
90,25/5/2018,15:17:43,51.524685,-0.128809,1.07,41.5,274
91,25/5/2018,15:17:43,51.524685,-0.128809,1.07,42.1,275
92,25/5/2018,15:17:44,51.524677,-0.128808,1.83,42.1,274
93,25/5/2018,15:17:45,51.524673,-0.12881,2.89,42.1,274
94,25/5/2018,15:17:46,51.524666,-0.128799,2.24,42.1,276
95,25/5/2018,15:17:46,51.524666,-0.128799,2.24,43,278
96,25/5/2018,15:17:47,51.524673,-0.128788,2.46,43,278
97,25/5/2018,15:17:47,51.524673,-0.128788,2.46,42,277
98,25/5/2018,15:17:48,51.524673,-0.12878,1.31,42,275
99,25/5/2018,15:17:48,51.524673,-0.12878,1.31,42.4,275
100,25/5/2018,15:17:49,51.524673,-0.128778,1.5,42.4,274
101,25/5/2018,15:17:50,51.52467,-0.128778,1.26,42.4,274
102,25/5/2018,15:17:51,51.52467,-0.128773,0.89,42.4,274
103,25/5/2018,15:17:52,51.52467,-0.128778,0.52,42.4,274
104,25/5/2018,15:17:53,51.524673,-0.128783,1.28,42.4,275
105,25/5/2018,15:17:54,51.524685,-0.128784,0.19,42.4,275
106,25/5/2018,15:17:54,51.524685,-0.128784,0.19,41.3,278
107,25/5/2018,15:17:55,51.524712,-0.128776,6.93,41.3,275
108,25/5/2018,15:17:55,51.524712,-0.128776,6.93,41.6,278
109,25/5/2018,15:17:56,51.524719,-0.12878,3.89,41.6,277
110,25/5/2018,15:17:56,51.524719,-0.12878,3.89,41,278
111,25/5/2018,15:17:57,51.524731,-0.128776,2.98,41,276
112,25/5/2018,15:17:57,51.524731,-0.128776,2.98,40.4,277
113,25/5/2018,15:17:58,51.524727,-0.12878,2.33,40.4,275
114,25/5/2018,15:17:58,51.524727,-0.12878,2.33,41.2,276
115,25/5/2018,15:17:59,51.524734,-0.128794,4.48,41.2,275
116,25/5/2018,15:17:59,51.524734,-0.128794,4.48,40.6,276
117,25/5/2018,15:18:00,51.524734,-0.128808,3.96,40.6,275
118,25/5/2018,15:18:01,51.524738,-0.128817,2.5,40.6,276
119,25/5/2018,15:18:02,51.524734,-0.128822,1.15,40.6,276
120,25/5/2018,15:18:03,51.524734,-0.128836,5.76,40.6,276
121,25/5/2018,15:18:03,51.524734,-0.128836,5.76,39.1,276
122,25/5/2018,15:18:04,51.524727,-0.128837,1.76,39.1,275
123,25/5/2018,15:18:05,51.524731,-0.128842,3.13,39.1,275
124,25/5/2018,15:18:06,51.524731,-0.128846,1.33,39.1,276
125,25/5/2018,15:18:07,51.524731,-0.128848,0.57,39.1,281
126,25/5/2018,15:18:08,51.524731,-0.128851,0.65,39.1,284
127,25/5/2018,15:18:08,51.524731,-0.128851,0.65,38.7,284
128,25/5/2018,15:18:09,51.524734,-0.128849,0.69,38.7,278
129,25/5/2018,15:18:09,51.524734,-0.128849,0.69,38.8,277
130,25/5/2018,15:18:10,51.524746,-0.12885,0.37,38.8,274
131,25/5/2018,15:18:10,51.524746,-0.12885,0.37,38.1,274
132,25/5/2018,15:18:11,51.524738,-0.128858,0.54,38.1,272
133,25/5/2018,15:18:11,51.524738,-0.128858,0.54,39,272
134,25/5/2018,15:18:12,51.524746,-0.128858,0.94,39,270
135,25/5/2018,15:18:12,51.524746,-0.128858,0.94,39.3,269
136,25/5/2018,15:18:13,51.52475,-0.12886,0.07,39.3,267
137,25/5/2018,15:18:13,51.52475,-0.12886,0.07,38.6,267
138,25/5/2018,15:18:14,51.52475,-0.128856,0.13,38.6,265
139,25/5/2018,15:18:14,51.52475,-0.128856,0.13,38.4,266
140,25/5/2018,15:18:15,51.524746,-0.128854,1.22,38.4,265
141,25/5/2018,15:18:15,51.524746,-0.128854,1.22,38.6,267
142,25/5/2018,15:18:16,51.524742,-0.128856,2.11,38.6,266
143,25/5/2018,15:18:16,51.524742,-0.128856,2.11,40.9,267
144,25/5/2018,15:18:17,51.524742,-0.128856,0.44,40.9,265
145,25/5/2018,15:18:18,51.524746,-0.12885,0.17,40.9,266
146,25/5/2018,15:18:19,51.524754,-0.128846,0.78,40.9,266
147,25/5/2018,15:18:19,51.524754,-0.128846,0.78,40.7,266
148,25/5/2018,15:18:20,51.524761,-0.12884,0.37,40.7,265
149,25/5/2018,15:18:20,51.524761,-0.12884,0.37,40.1,266
150,25/5/2018,15:18:21,51.524761,-0.128843,1.39,40.1,265
151,25/5/2018,15:18:21,51.524761,-0.128843,1.39,40.7,266
152,25/5/2018,15:18:22,51.524769,-0.128831,0.96,40.7,265
153,25/5/2018,15:18:22,51.524769,-0.128831,0.96,40.3,266
154,25/5/2018,15:18:23,51.524769,-0.128829,0.91,40.3,265
155,25/5/2018,15:18:23,51.524769,-0.128829,0.91,40.9,266
156,25/5/2018,15:18:24,51.524773,-0.128823,0.13,40.9,265
157,25/5/2018,15:18:24,51.524773,-0.128823,0.13,41.1,266
158,25/5/2018,15:18:25,51.524769,-0.128824,0.57,41.1,265
159,25/5/2018,15:18:25,51.524769,-0.128824,0.57,42.2,266
160,25/5/2018,15:18:26,51.524769,-0.128828,0.65,42.2,265
161,25/5/2018,15:18:27,51.524769,-0.128836,1.09,42.2,265
162,25/5/2018,15:18:28,51.524765,-0.128845,1.26,42.2,264
163,25/5/2018,15:18:28,51.524765,-0.128845,1.26,45.4,266
164,25/5/2018,15:18:29,51.524761,-0.128863,0.48,45.4,264
165,25/5/2018,15:18:29,51.524761,-0.128863,0.48,43.2,266
166,25/5/2018,15:18:30,51.524757,-0.128874,0.85,43.2,265
167,25/5/2018,15:18:30,51.524757,-0.128874,0.85,40.2,266
168,25/5/2018,15:18:31,51.524746,-0.128899,1.41,40.2,265
169,25/5/2018,15:18:32,51.524746,-0.12891,0.87,40.2,265
170,25/5/2018,15:18:33,51.524742,-0.128921,0.59,40.2,265
171,25/5/2018,15:18:33,51.524742,-0.128921,0.59,38.3,265
172,25/5/2018,15:18:34,51.524738,-0.128932,0.04,38.3,265
173,25/5/2018,15:18:34,51.524738,-0.128932,0.04,38.3,265
174,25/5/2018,15:18:35,51.524734,-0.128941,0.26,38.3,264
175,25/5/2018,15:18:36,51.524734,-0.128948,0.74,38.3,263
176,25/5/2018,15:18:37,51.524738,-0.128953,0.56,38.3,262
177,25/5/2018,15:18:38,51.524734,-0.12895,0.48,38.3,263
178,25/5/2018,15:18:38,51.524734,-0.12895,0.48,40,264
179,25/5/2018,15:18:39,51.524734,-0.128954,0.39,40,262
180,25/5/2018,15:18:39,51.524734,-0.128954,0.39,40.4,263
181,25/5/2018,15:18:40,51.524731,-0.128959,0.48,40.4,262
182,25/5/2018,15:18:40,51.524731,-0.128959,0.48,40.6,263
183,25/5/2018,15:18:41,51.524734,-0.128952,0.35,40.6,262
184,25/5/2018,15:18:41,51.524734,-0.128952,0.35,39.8,263
185,25/5/2018,15:18:42,51.524734,-0.128952,0.83,39.8,262
186,25/5/2018,15:18:42,51.524734,-0.128952,0.83,39.2,262
187,25/5/2018,15:18:43,51.524731,-0.12895,0.76,39.2,262
188,25/5/2018,15:18:44,51.524727,-0.128948,0.26,39.2,262
189,25/5/2018,15:18:45,51.524727,-0.128944,0.22,39.2,261
190,25/5/2018,15:18:45,51.524727,-0.128944,0.22,36.7,262
191,25/5/2018,15:18:46,51.524719,-0.128948,0.54,36.7,261
192,25/5/2018,15:18:46,51.524719,-0.128948,0.54,36.7,262
193,25/5/2018,15:18:47,51.524715,-0.128951,0.22,36.7,260
194,25/5/2018,15:18:48,51.52475,-0.128923,0.2,36.7,260
195,25/5/2018,15:18:49,51.52475,-0.128923,1.67,36.7,260
196,25/5/2018,15:18:49,51.52475,-0.128923,1.67,34.7,261
197,25/5/2018,15:18:50,51.524754,-0.128916,1.76,34.7,261
198,25/5/2018,15:18:50,51.524754,-0.128916,1.76,34.6,263
199,25/5/2018,15:18:51,51.52475,-0.128916,1.72,34.6,262
200,25/5/2018,15:18:51,51.52475,-0.128916,1.72,35.4,261
201,25/5/2018,15:18:52,51.524761,-0.1289,1.22,35.4,261
202,25/5/2018,15:18:52,51.524761,-0.1289,1.22,35.6,262
203,25/5/2018,15:18:53,51.524769,-0.128899,1.13,35.6,261
204,25/5/2018,15:18:54,51.524773,-0.128889,0.96,35.6,261
205,25/5/2018,15:18:55,51.52478,-0.128885,0.93,35.6,260
206,25/5/2018,15:18:55,51.52478,-0.128885,0.93,36.3,258
207,25/5/2018,15:18:56,51.524773,-0.128882,0.76,36.3,257
208,25/5/2018,15:18:56,51.524773,-0.128882,0.76,37.6,255
209,25/5/2018,15:18:57,51.524765,-0.128865,4.85,37.6,256
210,25/5/2018,15:18:58,51.524757,-0.128867,4.09,37.6,255
211,25/5/2018,15:18:59,51.524754,-0.128862,1.54,37.6,256
212,25/5/2018,15:18:59,51.524754,-0.128862,1.54,42.7,254
213,25/5/2018,15:19:00,51.524754,-0.128858,0.91,42.7,254
214,25/5/2018,15:19:00,51.524754,-0.128858,0.91,44,256
215,25/5/2018,15:19:01,51.524754,-0.128861,2.24,44,256
216,25/5/2018,15:19:02,51.52475,-0.128864,1.48,44,257
217,25/5/2018,15:19:03,51.524746,-0.128871,3.13,44,258
218,25/5/2018,15:19:04,51.524738,-0.128881,4.76,44,261
219,25/5/2018,15:19:05,51.524731,-0.128892,5.19,44,258
220,25/5/2018,15:19:05,51.524731,-0.128892,5.19,47.3,260
221,25/5/2018,15:19:06,51.524731,-0.128902,3.57,47.3,259
222,25/5/2018,15:19:06,51.524731,-0.128902,3.57,47.6,261
223,25/5/2018,15:19:07,51.524734,-0.128911,4.35,47.6,260
224,25/5/2018,15:19:07,51.524734,-0.128911,4.35,47.1,261
225,25/5/2018,15:19:08,51.524742,-0.128912,1.35,47.1,261
226,25/5/2018,15:19:08,51.524742,-0.128912,1.35,47.6,262
227,25/5/2018,15:19:09,51.524754,-0.128917,5.28,47.6,262
228,25/5/2018,15:19:09,51.524754,-0.128917,5.28,47.8,262
229,25/5/2018,15:19:10,51.524769,-0.128909,4.46,47.8,261
230,25/5/2018,15:19:10,51.524769,-0.128909,4.46,46.7,264
231,25/5/2018,15:19:11,51.524776,-0.128914,3.2,46.7,264
232,25/5/2018,15:19:12,51.52478,-0.128925,0.98,46.7,264
233,25/5/2018,15:19:13,51.52478,-0.128939,0.31,46.7,265
234,25/5/2018,15:19:13,51.52478,-0.128939,0.31,45.7,265
235,25/5/2018,15:19:14,51.524788,-0.128945,0.63,45.7,265
236,25/5/2018,15:19:14,51.524788,-0.128945,0.63,46.4,266
237,25/5/2018,15:19:15,51.524792,-0.128956,1.09,46.4,266
238,25/5/2018,15:19:15,51.524792,-0.128956,1.09,46.3,266
239,25/5/2018,15:19:16,51.524799,-0.128963,2.06,46.3,266
240,25/5/2018,15:19:16,51.524799,-0.128963,2.06,45.9,267
241,25/5/2018,15:19:17,51.524757,-0.128996,1.57,45.9,266
242,25/5/2018,15:19:17,51.524757,-0.128996,1.57,43.7,268
243,25/5/2018,15:19:18,51.524715,-0.129012,3.89,43.7,263
244,25/5/2018,15:19:18,51.524715,-0.129012,3.89,42.8,264
245,25/5/2018,15:19:19,51.5247,-0.12902,1,42.8,261
246,25/5/2018,15:19:19,51.5247,-0.12902,1,43.1,261
247,25/5/2018,15:19:20,51.524696,-0.129017,1.83,43.1,260
248,25/5/2018,15:19:21,51.524689,-0.129009,1.09,43.1,261
249,25/5/2018,15:19:21,51.524689,-0.129009,1.09,42.2,262
250,25/5/2018,15:19:22,51.524681,-0.129004,3.19,42.2,261
251,25/5/2018,15:19:22,51.524681,-0.129004,3.19,42,262
252,25/5/2018,15:19:23,51.524689,-0.128996,1.28,42,261
253,25/5/2018,15:19:23,51.524689,-0.128996,1.28,41.4,261
254,25/5/2018,15:19:24,51.524693,-0.128981,3.57,41.4,261
255,25/5/2018,15:19:24,51.524693,-0.128981,3.57,41.9,265
256,25/5/2018,15:19:25,51.524696,-0.128968,3.28,41.9,264
257,25/5/2018,15:19:25,51.524696,-0.128968,3.28,42,266
258,25/5/2018,15:19:26,51.524738,-0.128939,1.04,42,261
259,25/5/2018,15:19:26,51.524738,-0.128939,1.04,41.6,262
260,25/5/2018,15:19:27,51.524765,-0.128917,2.61,41.6,262
261,25/5/2018,15:19:27,51.524765,-0.128917,2.61,39.4,263
262,25/5/2018,15:19:28,51.524769,-0.128903,1.31,39.4,262
263,25/5/2018,15:19:28,51.524769,-0.128903,1.31,39.6,264
264,25/5/2018,15:19:29,51.524776,-0.12889,0.81,39.6,263
265,25/5/2018,15:19:29,51.524776,-0.12889,0.81,37.9,265
266,25/5/2018,15:19:30,51.52478,-0.128882,0.87,37.9,264
267,25/5/2018,15:19:30,51.52478,-0.128882,0.87,38.6,265
268,25/5/2018,15:19:31,51.524784,-0.128881,0.61,38.6,264
269,25/5/2018,15:19:31,51.524784,-0.128881,0.61,39.5,265
270,25/5/2018,15:19:32,51.524792,-0.128878,0.22,39.5,264
271,25/5/2018,15:19:32,51.524792,-0.128878,0.22,41,265
272,25/5/2018,15:19:33,51.524799,-0.12887,0.15,41,264
273,25/5/2018,15:19:34,51.524799,-0.128866,0.28,41,264
274,25/5/2018,15:19:35,51.524803,-0.128863,0.22,41,264
275,25/5/2018,15:19:35,51.524803,-0.128863,0.22,42.7,266
276,25/5/2018,15:19:36,51.524807,-0.128856,0.24,42.7,265
277,25/5/2018,15:19:36,51.524807,-0.128856,0.24,42.8,267
278,25/5/2018,15:19:37,51.524811,-0.128852,0.22,42.8,265
279,25/5/2018,15:19:37,51.524811,-0.128852,0.22,42.7,266
280,25/5/2018,15:19:38,51.524815,-0.128848,0.19,42.7,264
281,25/5/2018,15:19:38,51.524815,-0.128848,0.19,43,264
282,25/5/2018,15:19:39,51.524818,-0.128841,0.07,43,263
283,25/5/2018,15:19:39,51.524818,-0.128841,0.07,43.4,264
284,25/5/2018,15:19:40,51.524818,-0.128836,0.04,43.4,263
285,25/5/2018,15:19:40,51.524818,-0.128836,0.04,43.3,264
286,25/5/2018,15:19:41,51.524822,-0.128832,0.04,43.3,263
287,25/5/2018,15:19:41,51.524822,-0.128832,0.04,43,263
288,25/5/2018,15:19:42,51.524826,-0.128828,0.06,43,262
289,25/5/2018,15:19:42,51.524826,-0.128828,0.06,42.7,262
290,25/5/2018,15:19:43,51.52483,-0.128824,0.13,42.7,261
291,25/5/2018,15:19:43,51.52483,-0.128824,0.13,42.4,261
292,25/5/2018,15:19:44,51.52483,-0.12882,0.2,42.4,258
293,25/5/2018,15:19:45,51.52483,-0.128818,0.07,42.4,258
294,25/5/2018,15:19:46,51.524826,-0.128815,0.22,42.4,260
295,25/5/2018,15:19:46,51.524826,-0.128815,0.22,42.6,261
296,25/5/2018,15:19:47,51.524822,-0.128813,0.41,42.6,260
297,25/5/2018,15:19:47,51.524822,-0.128813,0.41,42.4,261
298,25/5/2018,15:19:48,51.524822,-0.128813,0.5,42.4,261
299,25/5/2018,15:19:48,51.524822,-0.128813,0.5,42.3,261
300,25/5/2018,15:19:49,51.524822,-0.128808,0.19,42.3,260
301,25/5/2018,15:19:49,51.524822,-0.128808,0.19,42.8,259
302,25/5/2018,15:19:50,51.524822,-0.128803,0.37,42.8,259
303,25/5/2018,15:19:51,51.524822,-0.128802,0.19,42.8,261
304,25/5/2018,15:19:52,51.524818,-0.128802,0.06,42.8,263
305,25/5/2018,15:19:52,51.524818,-0.128802,0.06,44.5,264
306,25/5/2018,15:19:53,51.524818,-0.128799,0.04,44.5,263
307,25/5/2018,15:19:53,51.524818,-0.128799,0.04,44.6,264
308,25/5/2018,15:19:54,51.524818,-0.128795,0.06,44.6,263
309,25/5/2018,15:19:54,51.524818,-0.128795,0.06,45.5,265
310,25/5/2018,15:19:55,51.524815,-0.128792,0.04,45.5,265
311,25/5/2018,15:19:56,51.524815,-0.128791,0.07,45.5,265
312,25/5/2018,15:19:57,51.524811,-0.12879,0.37,45.5,266
313,25/5/2018,15:19:57,51.524811,-0.12879,0.37,45.5,267
314,25/5/2018,15:19:58,51.524811,-0.12879,0.22,45.5,267
315,25/5/2018,15:19:58,51.524811,-0.12879,0.22,45.4,268
316,25/5/2018,15:19:59,51.524811,-0.128789,0.2,45.4,267
317,25/5/2018,15:19:59,51.524811,-0.128789,0.2,45.4,268
318,25/5/2018,15:20:00,51.524811,-0.128788,0.41,45.4,266
319,25/5/2018,15:20:00,51.524811,-0.128788,0.41,45.6,268
320,25/5/2018,15:20:01,51.524811,-0.128784,0.69,45.6,266
321,25/5/2018,15:20:01,51.524811,-0.128784,0.69,45.8,268
322,25/5/2018,15:20:02,51.524815,-0.128775,1.37,45.8,266
323,25/5/2018,15:20:02,51.524815,-0.128775,1.37,46.3,267
324,25/5/2018,15:20:03,51.524815,-0.128771,0.81,46.3,265
325,25/5/2018,15:20:03,51.524815,-0.128771,0.81,46.8,266
326,25/5/2018,15:20:04,51.524811,-0.128771,0.56,46.8,265
327,25/5/2018,15:20:04,51.524811,-0.128771,0.56,46.6,266
328,25/5/2018,15:20:05,51.524807,-0.128771,1.24,46.6,265
329,25/5/2018,15:20:05,51.524807,-0.128771,1.24,46.8,266
330,25/5/2018,15:20:06,51.524807,-0.128767,0.41,46.8,265
331,25/5/2018,15:20:06,51.524807,-0.128767,0.41,47.6,266
332,25/5/2018,15:20:07,51.524803,-0.128765,0.22,47.6,265
333,25/5/2018,15:20:07,51.524803,-0.128765,0.22,47.9,266
334,25/5/2018,15:20:08,51.524803,-0.128763,0.11,47.9,266
335,25/5/2018,15:20:08,51.524803,-0.128763,0.11,47.8,267
336,25/5/2018,15:20:09,51.524799,-0.128761,0.17,47.8,266
337,25/5/2018,15:20:09,51.524799,-0.128761,0.17,48.1,268
338,25/5/2018,15:20:10,51.524799,-0.12876,0.06,48.1,267
339,25/5/2018,15:20:10,51.524799,-0.12876,0.06,48.6,269
340,25/5/2018,15:20:11,51.524796,-0.128759,0.13,48.6,269
341,25/5/2018,15:20:11,51.524796,-0.128759,0.13,48.7,270
342,25/5/2018,15:20:12,51.524796,-0.128759,0.19,48.7,269
343,25/5/2018,15:20:12,51.524796,-0.128759,0.19,48.8,269
344,25/5/2018,15:20:13,51.524796,-0.128759,0.04,48.8,268
345,25/5/2018,15:20:13,51.524796,-0.128759,0.04,49,268
346,25/5/2018,15:20:14,51.524792,-0.128761,0.09,49,267
347,25/5/2018,15:20:14,51.524792,-0.128761,0.09,49.8,267
348,25/5/2018,15:20:15,51.524792,-0.128763,0.09,49.8,266
349,25/5/2018,15:20:15,51.524792,-0.128763,0.09,50.8,266
350,25/5/2018,15:20:16,51.524792,-0.128764,0.13,50.8,265
351,25/5/2018,15:20:16,51.524792,-0.128764,0.13,51.7,265
352,25/5/2018,15:20:17,51.524792,-0.128765,0.2,51.7,264
353,25/5/2018,15:20:17,51.524792,-0.128765,0.2,52.5,265
354,25/5/2018,15:20:18,51.524788,-0.128764,0.04,52.5,263
355,25/5/2018,15:20:18,51.524788,-0.128764,0.04,52.9,264
356,25/5/2018,15:20:19,51.524788,-0.128764,0.11,52.9,263
357,25/5/2018,15:20:19,51.524788,-0.128764,0.11,53.2,264
358,25/5/2018,15:20:20,51.524784,-0.128761,0.46,53.2,262
359,25/5/2018,15:20:20,51.524784,-0.128761,0.46,54.8,263
360,25/5/2018,15:20:21,51.524784,-0.128764,0.63,54.8,263
361,25/5/2018,15:20:21,51.524784,-0.128764,0.63,55.9,264
362,25/5/2018,15:20:22,51.524776,-0.128768,1.43,55.9,264
363,25/5/2018,15:20:22,51.524776,-0.128768,1.43,56.1,266
364,25/5/2018,15:20:23,51.524773,-0.128771,2.7,56.1,265
365,25/5/2018,15:20:24,51.524765,-0.128773,2.35,56.1,265
366,25/5/2018,15:20:25,51.524769,-0.12877,1.59,56.1,266
367,25/5/2018,15:20:26,51.524769,-0.128764,1.85,56.1,269
368,25/5/2018,15:20:27,51.524769,-0.128757,1.69,56.1,267
369,25/5/2018,15:20:27,51.524769,-0.128757,1.69,54.3,261
370,25/5/2018,15:20:28,51.524765,-0.128749,1.61,54.3,266
371,25/5/2018,15:20:28,51.524765,-0.128749,1.61,54.4,268
372,25/5/2018,15:20:29,51.524761,-0.128742,1.89,54.4,269
373,25/5/2018,15:20:29,51.524761,-0.128742,1.89,54.3,270
374,25/5/2018,15:20:30,51.524757,-0.128743,0.96,54.3,269
375,25/5/2018,15:20:30,51.524757,-0.128743,0.96,54.5,269
376,25/5/2018,15:20:31,51.524757,-0.12874,1.24,54.5,267
377,25/5/2018,15:20:31,51.524757,-0.12874,1.24,54.5,268
378,25/5/2018,15:20:32,51.52475,-0.128735,2.07,54.5,268
379,25/5/2018,15:20:32,51.52475,-0.128735,2.07,54.5,268
380,25/5/2018,15:20:33,51.524738,-0.128731,3.04,54.5,267
381,25/5/2018,15:20:33,51.524738,-0.128731,3.04,54.7,268
382,25/5/2018,15:20:34,51.524731,-0.128726,3.13,54.7,268
383,25/5/2018,15:20:34,51.524731,-0.128726,3.13,54.7,269
384,25/5/2018,15:20:35,51.524719,-0.128719,3.96,54.7,266
385,25/5/2018,15:20:36,51.524715,-0.128707,3.83,54.7,267
386,25/5/2018,15:20:36,51.524715,-0.128707,3.83,54.4,266
387,25/5/2018,15:20:37,51.524708,-0.128697,3.76,54.4,263
388,25/5/2018,15:20:37,51.524708,-0.128697,3.76,54.4,265
